      1990  417 15928.47   39.431  74.301 19.6       5.900
      1990  417105430.84  -56.391 -25.546 33.0       5.000
      1990  4171134 8.31    7.398 -35.316  4.5       5.600
      1990  4172124 9.04    8.567 124.202 29.9       5.000
      1990  418 31115.76   15.358 147.540 33.0       5.200
      1990  418 51817.30   15.162 147.503 33.0       5.000
      1990  418103348.60  -57.954 -10.407 10.0       5.200
      1990  418133919.25    1.162 122.839 28.1       6.200
      1990  418135351.40   36.917-121.675  5.0       5.400
      1990  418135419.03    0.368 123.131 33.0       5.500
      1990  4181419 1.78    1.193 123.001 33.0       5.600
      1990  418142356.36    1.184 122.951 33.0       5.200
      1990  418143515.41    1.335 122.969 33.0       5.400
      1990  418151522.02    1.335 123.015 33.0       5.100
      1990  4181527 8.40    1.203 123.115 28.6       5.400
      1990  418155046.33    1.294 122.830 33.0       5.000
      1990  418162331.52   -1.903 126.098 33.0       5.200
      1990  418165446.57    1.250 123.106 33.0       5.100
      1990  41817 618.50    1.246 122.966 35.3       5.600
      1990  418171753.52    1.385 123.511 33.0       5.100
      1990  418182450.86    1.230 123.450 31.2       5.500
      1990  4181833 1.97    1.285 123.051 33.0       5.900
      1990  418185438.39    1.225 123.327 28.5       5.500
      1990  41819 8 0.92    1.273 123.304 33.0       5.400
      1990  418191929.77    1.242 123.466 33.0       5.100
      1990  418192240.05    1.210 123.434 35.6       5.500
      1990  418205736.66    1.407 123.548 33.0       5.000
      1990  418213513.15    1.311 123.661 33.0       5.000
      1990  419 1 5 8.56    1.282 123.056 33.0       5.600
      1990  419 35922.42    1.175 123.524 28.1       5.200
      1990  419 82832.85    1.463 123.667 33.0       5.100
      1990  419124039.49    1.117 123.484 31.4       5.700
      1990  41915 054.66    1.280 123.025 33.0       5.000
      1990  41922 3 8.05    1.050 123.940 25.8       5.100
      1990  419224131.64   34.057  69.633 33.2       5.300
      1990  420 81637.23   14.719 147.539 34.9       5.000
      1990  420 85135.54  -24.115-179.665480.6       5.100
      1990  420182329.47  -14.864 -71.482143.0       5.000
      1990  420182550.59  -20.297-177.762490.0       5.000
      1990  420203337.85   13.197 -90.111 74.9       5.100
      1990  420232029.59   -6.267 151.178 33.0       5.400
      1990  4202330 3.13   39.982  40.089 12.5       5.100
      1990  421 12659.83   15.474 147.708 33.0       5.200
      1990  421 514 3.77    1.224 123.274 32.9       5.100
